date,t,s,i,r
2021-01-06,317,59002861.710503384,4.289466936543494,997134.0000297552
2021-01-07,318,59002861.71049499,4.090001858786041,997134.1995032263
2021-01-08,319,59002861.71048729,3.8998118458438276,997134.3897009417
2021-01-09,320,59002861.71048022,3.718465625081194,997134.5710542311
2021-01-10,321,59002861.71047373,3.5455519837165093,997134.7439743592
2021-01-11,322,59002861.71046778,3.3806788373750196,997134.9088534584
2021-01-12,323,59002861.71046232,3.2234723166338433,997135.066065442
2021-01-13,324,59002861.7104573,3.0735759320652747,997135.2159668398
2021-01-14,325,59002861.7104527,2.9306497870583077,997135.3588975854
2021-01-15,326,59002861.71044848,2.7943697759929207,997135.4951818184
2021-01-16,327,59002861.71044461,2.6644268554096975,997135.6251286134
2021-01-17,328,59002861.710441045,2.540526366335196,997135.749032658
2021-01-18,329,59002861.71043778,2.4223873449536457,997135.8671749423
2021-01-19,330,59002861.710434794,2.309741882487457,997135.9798233991
2021-01-20,331,59002861.710432045,2.20233453488052,997136.0872334945
2021-01-21,332,59002861.71042953,2.099921738519314,997136.1896488125
2021-01-22,333,59002861.71042721,2.0022712460820284,997136.2873016192
2021-01-23,334,59002861.71042509,1.9091616091398715,997136.3804133796
2021-01-24,335,59002861.710423134,1.8203816859994468,997136.4691952516
2021-01-25,336,59002861.710421346,1.7357301443035793,997136.5538485817
2021-01-26,337,59002861.71041971,1.6550150095723217,997136.6345653577
2021-01-27,338,59002861.7104182,1.5780532438805168,997136.7115286296
2021-01-28,339,59002861.710416816,1.504670315542532,997136.7849129401
2021-01-29,340,59002861.71041555,1.4346998033384672,997136.8548847208
2021-01-30,341,59002861.71041439,1.367983030724145,997136.9216026574
2021-01-31,342,59002861.71041332,1.3043686996729178,997136.9852180567
2021-02-01,343,59002861.71041234,1.2437125421891035,997137.0458751945
2021-02-02,344,59002861.71041144,1.1858770000295011,997137.1037116363
2021-02-03,345,59002861.71041061,1.130730916220952,997137.1588585456
2021-02-04,346,59002861.71040986,1.0781492274146687,997137.211440992
